id	document	label
255	다 맛있고 다 좋았는데 스테이크올라간 피자는 위에있는 재료가 다 떨어지네요..ㅜㅜ 그거말고는 맛있게 잘 먹었습니다ㅎㅎ	0
256	옛날 양념통닭맛 입니다~~	1
257	돼지 잡내도 없고 맛있어요 양도 괜찮고 다음에 또 시켜먹을 것 같습니다 많이 파세요!	1
258	돈까스는 양도 많고 맛있지만 규동은....	0
259	늘 시켜먹는 나만의 맛집	0
260	항상 만족스럽고 맛잇습니다^^	1
261	다음엔 곱빼기로 시켜야겠네요.. 양이적어서ㅋ 잘먹었어요	0
262	항상 맛남~~~~~	0
263	그냥 그럭 저럭...	0
264	맛도 좋고 양도많아서 좋았습니다	1
265	맛도 너무좋고 양도 너무 좋은데 나무젓가락이 한개도 없었고 새우젓이 다 터져서 왔네요ㅠㅠ 맛은 최곱니다!	1
266	사진찍는다는걸 깜빡하고 먹느라 예쁘게 못찍었네요. 곱창라면 우선 곱창이 정말 푸짐하게 들어가서 먹는내내 입이 즐거웠어요. 면도 많이주셔서 맛있게 배부르게 먹었습니다. 돈가스는 튀김옷도 파삭파삭했고 맛도 좋았어요. ^^ 다음에 또 시킬께용^^	0
267	분식 생각날 땐 언제나 스쿨푸드.	0
268	맛있고 양만아욥  근데 설명에 있는 만두는 안주나요?? 2번 먹었는데 처음에는 빼먹었나 싶었고 오늘도 안오니 안주는건가용???	0
269	맛있었어요 추천합니다	0
270	맛이 저는 제입맛엔 정말 별로요  파인애플도 찾기 힘들정도	0
271	배달시간도 적당하고 양도 많코 조아요 조아~~~	0
272	엄청 빨라요 애기랑 같이 먹을 수 있는 음식이 많아서 좋아요	0
273	오랜만에 가족들이랑 맛나게 먹었어요 야들야들한 고기에 매콤새콤 막국수, 고소한 날치알주먹밥...! 장갑끼고 고기에 막국수 돌돌 말아서 한입에 ...😛 막국수 매울땐 날치주먹밥을~! 너무 잘먹었습니다 번창하세요	1
274	점심시간인데도 배달 빨랐습니다. 처음 시켜본 메뉴인데 맛있네요. 양은 딱 적절한 느낌... 다음에 또 주문하겠습니다.	0
275	ㅅㅈㄷㄴㅇㅊㄴㅎㄷㄴ	0
276	배달 45분 맛 간장소스 거의 맛 안느껴짐	0
277	맛있게 잘 먹었습니다!	1
278	언제나항상맛있어요~~~~	0
279	음식도 따뜻하고.. 매번 시킬때마다 만족합니다 잘먹었습니다~^^♡	0
280	평범한 닭도리탕 맛있어요	0
281	아 허겁지겁 먹느라 사진 누락ㅎㅎ 아이가 치즈피자를 좋아해서 시켰다가 이젠 제가 1인1판하고 있네요.	1
282	넘넘넘넘 맛있어여	0
283	맛있어유  근데 조금 식었어요..  ㅜ	0
284	얼마전에 먹고 아이가 먹고싶데서 또 쥬문했어요 코코넛허브돈까스 맛있어요.근데 코코넛가루가 좀 많았으면 좋겠어요 쫄면도 양념장 따로주셔서 좋았어요!  우동은 잔치우동이나 튀김우동 둘 다 맛있어요 ㅎㅎ	1
285	최근 먹은 보쌈중에 체고~~굿👍👍근데 주먹밥이 저렇게 만들어져서 오는지 멀랏슴..그랫다먄 2개 시켯을텐데 흡 아쉽..	1
286	양도 많고 좋았어요! 간이 너무 쎄지 않아서 젛아요ㅎㅎ	1
287	배달도 빠르고 맛있어요.	1
288	후참땜에 치킨귀신 됏어요	0
289	항상 잘먹고 있습니다. 김치볶음밥은 처음 먹어보는데 진짜 맛있었습니다. 배달도 빠릅니다.	0
290	마콤달콤 떡볶이와 짭쪼롬한 김말이의 조합이 일품이였습니다! 맛있게 잘먹었어요~	0
291	양도 많고 맛있어요	1
292	배달은 빠르고요~맛있었어요~~	0
293	너무 괜찮아요 배달도 빠르게 good	0
294	맛있어요~ 양은 좀 작은데 후라이드가 정말 맛나네요!	0
295	배달 빠르구 탕수육 양도 많아요 ❤️ 배달이 빨라도 짬뽕은 좀 불어서 왔긴 했지만 그래도 탕짬면 배부르게 잘 먹었습니다😁😁	0
296	배달도 빠르고 맛도있고 항상 굳굳	0
297	대박 맵고 겁나게 맛나요~~찐입니다요~~다먹은사진뿐이네요 닭다리하나 마지막이라 아쉽네요 배달의 민족처럼 리뷰 이벤트했음 좋겠어욤	0
298	배달두 음식듀 다 너무 만족 합니당~	0
299	맜잇어요 양두많구요	0
300	맛있어요굿굿굿굿굿굿굿	0
301	치킨이너무 오래되서 질겼어요 그리고사이다가 이렇게 작을줄몰랐네여 배달만 빨라서 괜찮았어요	1
302	배달이좀늦지만 여전히맛있어요	0
303	후참잘을 만원에즐기다니 ㅜㅜ감사해요기요	0
304	스쿨푸드 신대방점 짱입니다~~	0
305	좋았습니다. 맛있네요.	0
306	제 기준은 일단 제가 짜게 먹는 편인데 내장탕은 맛이 싱거웠고요 함박스테이크는 보통이상이었습니다.	0
307	반찬류 필요없다고 요청칸에다가 써놨는데 계속 가지고오시네요	0
308	배달도 정확히 왔고 맛도 정성도 있어 좋았다.	0
309	계란말이에 비린 맛이 너무 강하네요 나머지는 잘 먹었습니다	0
310	맛있게 잘먹었습니다	0
311	맛있었어요 !!!!!!!!!	1
312	배달시간 피크시간인대 40분만에 도착이라 별5  얼큰하고 혼자서 술안주로 시켯는대 만족하구요  술안주로 끝나는게 아니고 다음날 국물에   밥까지 비벼먹어서 한끼 더 챙겨먹을수 잇어서  좋내요  떡사리 더주실수 잇냐고 물엇더니 평소보다  2배 이상 주셔서 감사합니다	0
313	맛있네요!  전체적으로 간이 삼삼한편인것같은데, 족발이 너무 야들하고 쫄깃했어요~ 잘먹었습니다~!	1
314	배달도 빠르고, 항상 변함 없는 맛으로 잘 먹고 있습니다.	0
315	따뜻하게 배달와서 좋았어요	1
316	배달완전 짱빠르고 맛잇어요	0
317	배달 개 빠름. 족발은 그저 그렇코  보쌈은 괘않음.	1
318	닭강정 양념은 맛있는데 이건 고기가 좀 작네요	0
319	패티가 일부 탔습니다.  접때 양념이라고 하셔서 다시 보니 탄 게 맞네요 ^^ 그래도 파파이스가 맛이 좋아서 또 주문하게 됩니다~  감자는 맘스터치와 더불어 패스트 푸드점 중 가장 맛있습니다~^^	1
320	리뷰를 바로바로 안쓰고 며칠 지나서 쓰면 사진 첨부하면서 또 먹고싶어지네요 ㅎㅎ 오늘도 먹어야지	0
321	빠르게 잘 받았어요 따뜻하고 바삭바삭해서 맛있게 먹었어요^^	1
322	맛있어요 또시킬진 모르겟지만 대충먹을만함	0
323	가족 족발 맛있어요. 다른 배달앱에서 주문해서 먹다가 요기요 주문은 처음했어요. 역시 맛있어요^^ 고기가 보들보들 잘 삶아졌고 주먹밥도 고소하니 맛있어요. 막국수 비빔양념은 덜 맵고 더 달콤하면 좋겠어요. 개인 취향이니까 말씀 드렸고 지금도 맛있긴해요^^ 그리고 같이 싸먹는 깻잎 초절임이랑 백김치 진짜 진짜 맛있어요. 입안이 상큼해져요. 다음에 또 주문할께요. 족발은 계속 생각나니까요~~^^	1
324	순대랑 핫도그 감사합니다 ~ 이번에도 맛있게 잘 먹었습니다 😆	1
325	콩나물국밥으로 속풀이해장 맛있게 했어요^^	0
326	배달은 좀 늦었지만 맛있어요	1
327	가슴살이 크게 2덩이라서 놀랐는데 부드러워서 맛있네요.  양과 맛은 가격에 비해 나쁘지 않습니다.	0
328	처음 시켰는데 닭고기 육질도 좋고 콘듀치킨은 맛있네요.	0
329	감기걸린 남자친구를 위해 몰래 주문한건데 맛잇데요!! 사장님도 친절하시고요!!^^ 나중에 또 이용하겠습니당~~^^	0
330	매번 시켜도 만족 합니다.	0
331	음 나쁘지 않았어요 맛있네요	0
332	맛있게 잘 먹었습니다~	1
333	양도많고 맛있었습니다~: )	0
334	맛있어요 맛있어요 ~~	0
335	편리해서 애용합니다	0
336	맛도 괜찮고 양도 괜찮고 괜찮아요	0
337	맛있어요 짬뽕도 맛있고 짜장도 맛있어요. 짬뽕은 특히 진짜 오징어가 많이 들어가서 더 좋았어요 ㅎㅎ 근데 자잘한 새우가 많아서 목에 자꾸 걸려서 빼고 먹었습니다 ㅠㅠ 그것만빼면 아주 만족스러워요~	0
338	후참은 대림이 진리네요 콜라 큰거 시켰는데 원래 치킨 시키면 오는 콜라랑 추가한 콜라 두개가 와서 놀랬어요 추가 콜라 시키면 원래 기본적으로 주는 콜라는 안주는데가 태반인데 ㅠㅠㅠㅠㅠ 사장님 사는 동안 많이 버세요	0
339	맛있게 잘 먹었습니다.	0
340	간장소스라고해서 아이먹이려고 주문했는데 청양고추가 들어가서 화끈거리네요 제입맛엔 너무맛있지만~아이는 맵다고 못먹네요~저는역시나  맛이있네요~~^^	0
341	진심 존맛이예요ㅠㅠㅠㅠㅠㅠ	0
342	파닭파닭파닭파닭 맛나요	1
343	가게 근처에 살긴한데 배달까지 10분도 안 걸렸어요 초스피드~! 양도 좋고 맛있습니다!	1
344	닭도리탕은 여기서만 시켜먹어요~ 배달도 빠르고 항상 맛있습니다! 번창하세요~~	0
345	맛있게 잘먹었네요	0
346	늦으면 늦은다고 연락 좀 주세요, 전화번호도 없고 취소도 안되고, 김치는 왜 빼놓고 갖다주시는건지.. 1시간20분걸렸는데 사과도 없네요	0
347	가츠동 잘 먹었습니다	0
348	프렌차이즈보다 나은 개인피자집!!!! 서비스까지 너무 만족스럽게 잘 먹었습니다😊😊😊	1
349	김밥  양  딱  좋구  오뎅은  엄청  푸짐하며  어느것하나  나무랄데  없이  정말  맛있게  잘  먹었습니다~~!!!	0
350	맛잇게 먹었어요 ~~~	0
351	조금늦긴하네요ㅡㅡ	0
352	면은 면따로 국물따로와서 안불고 먹을 수 있었어요. 아이와 함께 먹을거라 순한맛으로 시켰는데 좋은 선택이었네요. 연어뱃살덮밥은 언제나 그랬듯 맛있었습니다:) 배달도 생각보다 빨리와서 좋았어요!	0
353	포장도 깔끔, 맛도 깔끔해요~~	1
354	콩나물이 오래됐는지 말라비틀어져있네요 간은 맞아서 먹을만했어요 문제는 돈까슨데, 마트에서 파는 얇은돈까스 그거에 빵가루 입힌 느낌이에요 제가 김밥천국돈까스도 정말 맛있게 먹을정도로 돈까스 킬런데 이건 그러질 못하겠네요	0
355	맛잇어요 아침에먹고 든든하게출근잘햇어요!	0
356	후라이드 치킨 맛있어요	0
357	도시락 구성 짱!!!마라탕두 맛있어요!!!	0
358	주문한지 1시간 10분이 넘었는데 안 갖다주세요??	0
359	자주먹는 단골중 한곳인데 .. 늘 맛있게 잘 먹고있어요.. 전보단 골벵이무침이 좀 싱거워지긴했지만.. 나름 괜찮네요	0
360	맛있고 배달 빠른데 요 마리는 맛이없네요 메뉴선택 미스 국수는 맛있네요	0
361	좋습니더 배달이 좀더 빨랐으면 좋겠어요	0
362	살짝 비린 맛이? 껍질 좋아하는데 좀...ㅜㅜ	0
363	매운양념 + 매운간장 두마리 시켰습니다.  감기때문에 하나도 맛을 못느낌. 최악!	0
364	배달도 빨리오고, 맛도 좋구요ㅠㅠ오늘은 막국수가 더 많은 느낌? 덕분에 잘 먹었어요 감사해요 사장님~! 또 시킬게요ㅠㅠ단골할거야..ㅠㅠㅠㅠㅠㅠ	1
365	배달빠르고 맛있어요 만두서비스감사합니다	0
366	여전히 맛있습니다!!!	0
367	콘듀치킨 생각보다 맛있어서 만족합니다~	0
368	마시써욯ㅎㅎㅎ 잘목겠습니당	1
369	맛있어요~~ 배달 빠르네요.	0
370	맛있게 잘 먹었습니다~!	1
371	문 앞에 두고 전화해달라고 주문할 때 코로나 관련 선택 한번 요청사항에 한번 두번 표시했는데 그냥 문앞에 두고 가셨더라고요.. 배달 온지도 몰랐네요	0
372	늘 맛있게 먹고있어요 굿굿!	1
373	오늘은 조금 불어버린 느낌 그래도 맛있었습니다	0
374	배달도 빠르고 맛있네요	0
375	늘 시켜먹자만 맛있습니당	0
376	뿌링끌 맛있었습니다	0
377	정말 맛나게 잘먹었어요	0
378	진짜 항상 맛있어요!!!! 잘먹겠습니당	1
379	맛있고 배달이 빨리 와서 좋아요 잘 먹었습니다	0
380	1시간 30분째 ... 안오네요	0
381	양도 많고 진짜 맛있게 먹었네요	0
382	배달도 빠른편이구 넘 맛있었어요	0
383	맛있게 잘먹었습니다	0
384	진짜 양 어마어마해요! 그리고 맛도 기가막히네용~!!!  정말 입바른말이 아니라 진짜 완전 이것저것 따져봐도 대박이에용!!! 꼭시켜드세여!!!!	1
385	잘먹어써요.....ㅡ.	0
386	언제나 맛있네요 잘 먹었습니다	0
387	닭이 좀 작은사이즈라 아쉽지만 맛은 있습니다!	0
388	콜라 환타 김이 다 빠져서 왔네요	0
389	할인해서 처음먹어봤는데 또래오래 양념치킨이 이렇게 맛있는줄 몰랐네요	0
390	족발 보쌈 둘다 맛있어요. 흡입하느라 사진을 몇장 못찍었네요 흑흑 주먹밥도 맛났어요. 반찬도 막국수도 두개씩 주셔서 잘 나눠먹었습니다. 막국수는 그냥 쏘쏘... 양이 적을지 알았는데 여럿이서 배불리 먹었어요. 여럿이 시킬땐 쌈을 빼야겠어요. 먹기가 애매하니 다들 손을 안대고... 그래서 거의 다 버려짐ㅜㅠ	1
391	잘먹었습니다~ 배달도 제시간에 오고 어니언 소스가 맛있네요~	1
392	우왕. 건강한 맛에 더해서.. 맛도 진짜 맛있네요. 다른 종류도 다 시켜먹어봐야겠어요. 앞으로 삼겹살은 여기로 시킬거에요 .	0
393	정말 너무 하네요 1시간이 지나도록 음식도 안오고 전화해보니깐 다시 연락주신다고 하시고 연락도 없네요....뭐하시는 건가요	0
394	원래 치킨 크기도 좋고 맛도 좋아서 매번 주문했었는데 요번에 갈릭치킨다리1마리랑 핫양념치킨 한마리 시켰어요 근데 다리는 잘 왔는데 핫양념치킨은 닭이 작고  여태껏 시켰던 닭중에서 제일 맛이 없었어요ㅠㅠ 그래서 2개 주문해서 하나를 작은걸 줬나 하고 너무 속상하더라구요ㅠㅠ원래 진짜 닭도 크고 실했었는데ㅠㅠ	0
395	차가워진 치킨 잘 먹었습니다.신메뉴인가봐요?	0
396	쫄면을 너무 좋아하는데 맛있습니다	0
397	사장님 댓글 복사 붙여넣기 할꺼면 차라리 댓글을 안다시는걸 추천해요~^^	0
398	항상 맛있어요~~~~	0
399	셰플리 클라스!!! 맛있어요!!	0
400	맛있어용 또 먹을겁니다 ㅎㅎ	0
401	넘맛잇어요ㅋ 치즈가루도많아서 좋아용ㅎ 이벤트참여로 서비스도주셔서 감사해요	1
402	맛있음열글자채우기1	0
403	ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ	0
404	어렸을때 먹었던 중국집 사장님이 직접오셔서 놀랍고 반가웠습니다 ㅎㅎ 아직도 그 맛은 여전하네요👍	0
405	맛있아ㅗ요	0
406	먹을만해요 ㅋㅋㅋ	0
407	그냥 저냥.. 스팸도시락은 괜찮았어요. 김치찌개는 맛있진 않아요 ㅠ 간 조금 더 해주시면 좋을듯	0
408	디디치킨 자주시켜먹는데 배달이 늦게오고 진짜 그나마 디디치킨좋아서 그렇지 진짜 화가나더라고요 배달원바꾸시는게 나을거같아요	0
409	역시실망되지 않는 맛입니다 양도푸짐하여 식구들이 만족한식사가 되었네요	1
410	연휴에 배달해주셔서 감사합니다	0
411	맛있어요 핫도그가 기대안했는데 정말 맛있네요 리뷰이벤트 콜라서비스도 잘받아갑니다 배달도 빨랐어요 ㅎ	1
412	역시 맛 있네요. 좋았어요. 양도 굿	0
413	무를 별로않좋아해서 무대신 양념소스로바꿔달라하니 서비스로하나더준 사장님센스 감사합니다.	0
414	참 맛있고 배달빠른데 이 말보다 더 좋은말이 안떠올라서  곤란하네	0
415	맛있게잘먹겠습니다 항상맛잌ㅅ네요	1
416	매번 시켜먹을때마다 만족합니다	1
417	배송도 빠르고 맛있네용	0
418	보쌈 맛있게 먹었습니다	1
419	양도많고. 따뜻하게와서 넘 맛있게먹었어용!	1
420	레귤러라 작을줄 알았는데 양이 생각보다 많아요  아기랑 맛잇게 먹었어요 남편것도 남음	1
421	항상 시켜먹지만 항상 맛있어요~	0
422	리뷰 이벤트 참여로 받은 주먹밥은  모든걸 더욱 더 맛있게 해줍니다!!  맛나게 먹었습니다!	1
